rule_id,rule,frequence,label
0,年/人物二/人物一,370,0
1,年/人物一/人物二,285,0
2,月/人物二/人物一,188,0
3,年/月/人物二/人物一,156,0
4,月/人物一/人物二,134,0
5,日/人物二/人物一,129,0
6,人物一/年/人物二,124,0
7,月/日/人物二/人物一,124,0
8,人物二/儿子/人物一,121,0
9,人物二/年/人物一,120,0
10,年/月/人物一/人物二,109,0
11,人物一/人物二/之子,106,0
12,年/日/人物二/人物一,106,0
13,年/月/日/人物二/人物一,106,0
14,中/人物二/人物一,105,0
15,人物二/之子/人物一,105,0
16,人物一/人物二/女儿,104,0
17,人物二/人物一/年,104,0
18,人物二/女儿/人物一,96,0
19,人物/人物一/人物二,95,0
20,人物一/人物二/儿子,94,0
21,人物一/父亲/人物二,93,0
22,日/人物一/人物二,93,0
23,月/日/人物一/人物二,90,0
24,人物一/人物二/年,85,0
25,中/人物一/人物二,84,0
26,人物/人物二/人物一,82,0
27,人物二/妻子/人物一,80,0
28,年/日/人物一/人物二,75,0
29,年/月/日/人物一/人物二,75,0
30,人物二/夫人/人物一,74,0
31,人物一/儿子/人物二,72,0
32,人物二/人物一/之子,72,0
33,人物一/人物/人物二,71,0
34,人物二/人物一/儿子,68,0
35,人物一/妻子/人物二,65,0
36,人物二/人物一/女儿,63,0
37,人物一/人物二/结婚,62,0
38,人物二/中/人物一,60,0
39,人物二/月/人物一,59,0
40,人物一/中/人物二,57,0
41,人物一/月/人物二,56,0
42,人物一/夫人/人物二,55,0
43,人物二/时/人物一,55,0
44,人物一/人物二/中,54,0
45,人物二/人物一/月,54,0
46,人物二/人物一/结婚,53,0
47,人物一/时/人物二,52,0
48,人物二/人物一/时,52,0
49,人物二/母亲/人物一,52,0
50,人物一/女儿/人物二,51,0
51,时/人物二/人物一,51,0
52,人物一/人物二/夫妇,50,0
53,人物二/父亲/人物一,49,0
54,人物一/人物二/夫人,48,0
55,人物一/年/月/人物二,48,0
56,人物二/人物一/中,48,0
57,人物一/之子/人物二,47,0
58,人物一/人物二/说,47,0
59,生活/人物一/人物二,47,0
60,人物一/人物二/张,46,0
61,人物一/人物二/长子,46,0
62,个人/人物一/人物二,45,0
63,人物一/人物二/一个,45,0
64,人物一/人物二/之女,45,0
65,人物一/人物二/子,45,0
66,人物二/人物一/张,45,0
67,人物二/杀/人物一,45,0
68,人物二/年/月/人物一,44,0
69,人物二/长子/人物一,44,0
70,时/人物一/人物二,44,0
71,人物二/子/人物一,43,0
72,个人/生活/人物一/人物二,42,0
73,人物一/丈夫/人物二,42,0
74,人物一/人物二/两人,42,0
75,人物一/人物二/月,41,0
76,人物二/人物一/夫妇,41,0
77,人物二/人物一/婚礼,41,0
78,人物一/人物二/生,40,0
79,人物二/人物一/夫人,40,0
80,说/人物二/人物一,40,0
81,人物二/人物一/说,39,0
82,人物二/娶/人物一,39,0
83,后来/人物二/人物一,39,0
84,生活/人物二/人物一,39,0
85,人物一/母亲/人物二,38,0
86,人物二/人物/人物一,38,0
87,人物二/人物一/一起,38,0
88,个人/人物二/人物一,37,0
89,人物一/说/人物二,37,0
90,人物二/生/人物一,37,0
91,中国/人物二/人物一,36,0
92,人物一/人物二/时,36,0
93,人物一/日/人物二,36,0
94,人物二/人物一/一个,36,0
95,人物二/人物一/两人,36,0
96,人物二/人物一/妻子,36,0
97,父亲/人物二/人物一,36,0
98,人物一/人物二/父亲,35,0
99,人物一/月/日/人物二,35,0
100,人物二/之女/人物一,35,0
101,人物二/人物一/父亲,35,0
102,后来/人物一/人物二,35,0
103,女儿/人物二/人物一,35,0
104,人物一/人物二/成为,34,0
105,人物一/生/人物二,34,0
106,人物二/年/人物二/人物一,34,0
107,人物二/人物一/二人,33,0
108,人物二/人物一/便,33,0
109,人物二/人物一/年/月,33,0
110,人物二/日/人物一,33,0
111,个人/生活/人物二/人物一,32,0
112,人物一/人物二/妻子,32,0
113,人物一/人物二/母亲,32,0
114,人物一/人物二/没有,32,0
115,人物一/年/日/人物二,32,0
116,人物一/年/月/日/人物二,32,0
117,人物二/人物一/主演,32,0
118,人物二/人物一/母亲,32,0
119,人物二/人物一/没有,32,0
120,人物二/死后/人物一,32,0
121,人物二/一个/人物一,31,0
122,内容简介/人物二/人物一,31,0
123,人物一/人物二/爱情,30,0
124,儿子/人物一/人物二,30,0
125,生平/人物一/人物二,30,0
126,人物一/人物二/太子,29,0
127,人物一/生活/人物二,29,0
128,人物二/先生/人物一,29,0
129,人物二/去世/人物一,29,0
130,人物二/说/人物一,29,0
131,人物一/一个/人物二,28,0
132,人物一/个人/人物二,28,0
133,人物一/人物二/年/月,28,0
134,人物二/人物一/中国,28,0
135,人物二/人物一/举行,28,0
136,人物二/人物一/太子,28,0
137,人物二/人物一/成为,28,0
138,人物二/人物一/生,28,0
139,人物二/年/日/人物一,28,0
140,介绍/人物二/人物一,28,0
141,经历/人物一/人物二,28,0
142,说/人物一/人物二,28,0
143,人物一/人物/人物一/人物二,27,0
144,人物二/太子/人物一,27,0
145,人物二/月/日/人物一,27,0
146,简介/人物二/人物一,27,0
147,人物一/人物二/一起,26,0
148,人物一/人物二/中国,26,0
149,人物二/人物一/孩子,26,0
150,人物二/人物一/父子,26,0
151,儿子/人物二/人物一,26,0
152,年/人物二/人物二/人物一,26,0
153,人物一/人物二/二人,25,0
154,人物一/去世/人物二,25,0
155,人物一/年/人物一/人物二,25,0
156,人物二/其子/人物一,25,0
157,人物二/年/月/日/人物一,25,0
158,前/人物二/人物一,25,0
159,经历/人物二/人物一,25,0
160,人物一/个人/生活/人物二,24,0
161,人物一/人物二/孩子,24,0
162,人物一/先生/人物二,24,0
163,人物一/死后/人物二,24,0
164,人物一/长子/人物二,24,0
165,人物二/人物一/故事,24,0
166,人物二/人物一/日,24,0
167,人物二/人物一/死,24,0
168,人物二/带/人物一,24,0
169,前/人物一/人物二,24,0
170,歌手/人物二/人物一,24,0
171,父亲/人物一/人物二,24,0
172,简介/人物一/人物二,24,0
173,人物/生平/人物一/人物二,23,0
174,人物一/人物二/关系,23,0
175,人物一/人物二/爱,23,0
176,人物一/嫁给/人物二,23,0
177,人物一/生于/人物二,23,0
178,人物一/经历/人物二,23,0
179,人物一/饰/人物二,23,0
180,人物二/人物一/会,23,0
181,人物二/女/人物一,23,0
182,人物二/生活/人物一,23,0
183,人物二/结婚/人物一,23,0
184,妻子/人物二/人物一,23,0
185,年/人物二/人物一/结婚,23,0
186,故事/人物一/人物二,23,0
