rule_id,rule,frequence,label
0,年/人物二/人物一,363,0
1,年/人物一/人物二,286,0
2,月/人物二/人物一,170,0
3,年/月/人物二/人物一,139,0
4,月/人物一/人物二,127,0
5,人物一/年/人物二,115,0
6,日/人物二/人物一,113,0
7,人物二/人物一/年,112,0
8,人物二/儿子/人物一,112,0
9,人物二/之子/人物一,111,0
10,月/日/人物二/人物一,110,0
11,人物一/父亲/人物二,108,0
12,年/月/人物一/人物二,103,0
13,人物一/人物二/之子,98,0
14,人物二/夫人/人物一,97,0
15,人物二/女儿/人物一,95,0
16,年/日/人物二/人物一,91,0
17,年/月/日/人物二/人物一,91,0
18,人物一/人物二/年,87,0
19,人物/人物一/人物二,84,0
20,人物一/人物二/儿子,83,0
21,人物二/年/人物一,81,0
22,中/人物一/人物二,80,0
23,人物二/妻子/人物一,80,0
24,人物一/中/人物二,77,0
25,人物一/人物二/女儿,77,0
26,日/人物一/人物二,77,0
27,中/人物二/人物一,74,0
28,月/日/人物一/人物二,74,0
29,人物二/人物一/儿子,69,0
30,人物/人物二/人物一,68,0
31,人物二/人物一/女儿,65,0
32,人物二/人物一/中,64,0
33,人物一/人物二/结婚,62,0
34,人物一/月/人物二,62,0
35,人物一/人物/人物二,60,0
36,人物一/儿子/人物二,60,0
37,人物二/人物一/夫妇,60,0
38,人物二/父亲/人物一,60,0
39,人物二/人物一/之子,59,0
40,年/日/人物一/人物二,59,0
41,年/月/日/人物一/人物二,59,0
42,人物一/妻子/人物二,58,0
43,人物一/人物二/中,55,0
44,人物一/母亲/人物二,54,0
45,人物二/人物一/结婚,54,0
46,人物一/夫人/人物二,53,0
47,人物一/年/月/人物二,51,0
48,人物一/时/人物二,51,0
49,人物一/人物二/说,50,0
50,人物二/中/人物一,50,0
51,生活/人物二/人物一,50,0
52,人物一/人物二/夫妇,47,0
53,人物一/人物二/月,46,0
54,人物二/人物一/月,46,0
55,人物二/人物一/说,45,0
56,人物一/之子/人物二,44,0
57,人物二/子/人物一,44,0
