rule_id,rule,pattern,frequence,original_label,pos_sent_num,neg_sent_num,final_label
460,人物二/人物一/便,.*人物二.*人物一.*便.*,14,0,1304,1240,1
467,人物二/便/人物一,.*人物二.*便.*人物一.*,14,1,1302,1238,1
470,人物二/题/人物一,.*人物二.*题.*人物一.*,14,-1,1721,1658,1
472,儿子/人物一/人物二,.*儿子.*人物一.*人物二.*,14,1,303,117,1
637,一个/人物二/人物一,.*一个.*人物二.*人物一.*,13,1,503,383,1
638,中国/人物一/人物二,.*中国.*人物一.*人物二.*,13,0,388,330,1
639,人物一/之子/人物二,.*人物一.*之子.*人物二.*,13,1,154,70,1
640,人物一/人物二/人物二/说,.*人物一.*人物二.*人物二.*说.*,13,0,684,858,-1
641,人物一/人物二/告辞,.*人物一.*人物二.*告辞.*,13,-1,1869,1687,1
642,人物一/人物二/学,.*人物一.*人物二.*学.*,13,-1,1285,1711,-1
643,人物一/人物二/学习/唱歌,.*人物一.*人物二.*学习.*唱歌.*,13,-1,1541,1589,-1
644,人物一/人物二/张果老,.*人物一.*人物二.*张果老.*,13,-1,1739,1712,1
645,人物一/人物二/故事,.*人物一.*人物二.*故事.*,13,1,1431,1233,1
646,人物一/人物二/未穷,.*人物一.*人物二.*未穷.*,13,-1,1657,1843,-1
647,人物一/人物二/未穷/辞,.*人物一.*人物二.*未穷.*辞.*,13,-1,1299,1660,-1
648,人物一/人物二/未穷/遂,.*人物一.*人物二.*未穷.*遂.*,13,-1,1319,1625,-1
649,人物一/人物二/未穷/遂/辞,.*人物一.*人物二.*未穷.*遂.*辞.*,13,-1,992,1401,-1
650,人物一/人物二/未穷/青之技,.*人物一.*人物二.*未穷.*青之技.*,13,-1,1269,1688,-1
651,人物一/人物二/未穷/青之技/辞,.*人物一.*人物二.*未穷.*青之技.*辞.*,13,-1,906,1384,-1
652,人物一/人物二/未穷/青之技/遂,.*人物一.*人物二.*未穷.*青之技.*遂.*,13,-1,964,1419,-1
653,人物一/人物二/未穷/青之技/遂/辞,.*人物一.*人物二.*未穷.*青之技.*遂.*辞.*,13,-1,724,1178,-1
654,人物一/人物二/没,.*人物一.*人物二.*没.*,13,0,1705,1616,1
655,人物一/人物二/辞,.*人物一.*人物二.*辞.*,13,-1,1587,1739,-1
656,人物一/人物二/遂/辞,.*人物一.*人物二.*遂.*辞.*,13,-1,1254,1510,-1
657,人物一/人物二/青之技,.*人物一.*人物二.*青之技.*,13,-1,1651,1815,-1
658,人物一/人物二/青之技/辞,.*人物一.*人物二.*青之技.*辞.*,13,-1,1256,1619,-1
659,人物一/人物二/青之技/遂,.*人物一.*人物二.*青之技.*遂.*,13,-1,1295,1597,-1
660,人物一/人物二/青之技/遂/辞,.*人物一.*人物二.*青之技.*遂.*辞.*,13,-1,968,1357,-1
661,人物一/何仙姑/人物二/曹国舅,.*人物一.*何仙姑.*人物二.*曹国舅.*,13,-1,1249,1259,-1
662,人物一/便/人物二,.*人物一.*便.*人物二.*,13,0,1302,1239,1
663,人物一/唱歌/人物二,.*人物一.*唱歌.*人物二.*,13,-1,1835,1751,1
664,人物一/子路/季路/鲁国/人物二,.*人物一.*子路.*季路.*鲁国.*人物二.*,13,-1,1513,1611,-1
665,人物一/字/子路/季路/鲁国/人物二,.*人物一.*字.*子路.*季路.*鲁国.*人物二.*,13,-1,719,1079,-1
666,人物一/字/季路/鲁国/人物二,.*人物一.*字.*季路.*鲁国.*人物二.*,13,-1,987,1178,-1
667,人物一/季路/鲁国/人物二,.*人物一.*季路.*鲁国.*人物二.*,13,-1,1799,1757,1
668,人物一/学/人物二/未穷,.*人物一.*学.*人物二.*未穷.*,13,-1,1270,1790,-1
669,人物一/学/人物二/未穷/辞,.*人物一.*学.*人物二.*未穷.*辞.*,13,-1,1010,1615,-1
670,人物一/学/人物二/未穷/遂,.*人物一.*学.*人物二.*未穷.*遂.*,13,-1,1060,1580,-1
671,人物一/学/人物二/未穷/遂/辞,.*人物一.*学.*人物二.*未穷.*遂.*辞.*,13,-1,814,1394,-1
672,人物一/学/人物二/未穷/青之技,.*人物一.*学.*人物二.*未穷.*青之技.*,13,-1,912,1579,-1
673,人物一/学/人物二/未穷/青之技/辞,.*人物一.*学.*人物二.*未穷.*青之技.*辞.*,13,-1,706,1334,-1
674,人物一/学/人物二/未穷/青之技/遂,.*人物一.*学.*人物二.*未穷.*青之技.*遂.*,13,-1,763,1383,-1
675,人物一/学/人物二/辞,.*人物一.*学.*人物二.*辞.*,13,-1,1340,1796,-1
676,人物一/学/人物二/遂,.*人物一.*学.*人物二.*遂.*,13,-1,1297,1647,-1
677,人物一/学/人物二/遂/辞,.*人物一.*学.*人物二.*遂.*辞.*,13,-1,1079,1552,-1
678,人物一/学/人物二/青之技,.*人物一.*学.*人物二.*青之技.*,13,-1,1287,1792,-1
679,人物一/学/人物二/青之技/辞,.*人物一.*学.*人物二.*青之技.*辞.*,13,-1,981,1587,-1
680,人物一/学/人物二/青之技/遂,.*人物一.*学.*人物二.*青之技.*遂.*,13,-1,1062,1569,-1
681,人物一/学/人物二/青之技/遂/辞,.*人物一.*学.*人物二.*青之技.*遂.*辞.*,13,-1,798,1369,-1
682,人物一/岁/人物二,.*人物一.*岁.*人物二.*,13,0,1237,889,1
683,人物一/年/人物二/为师,.*人物一.*年.*人物二.*为师.*,13,-1,1572,1287,1
684,人物一/年/人物二/弟子,.*人物一.*年.*人物二.*弟子.*,13,-1,1285,1364,-1
685,人物一/年/拜/人物二/为师,.*人物一.*年.*拜.*人物二.*为师.*,13,-1,1507,1305,1
686,人物一/年/日/人物二,.*人物一.*年.*日.*人物二.*,13,-1,525,305,1
688,人物一/死/人物二,.*人物一.*死.*人物二.*,13,0,1009,1078,-1
693,人物二/人物一/迁怒,.*人物二.*人物一.*迁怒.*,13,-1,1874,1901,-1
694,人物二/介绍/人物一,.*人物二.*介绍.*人物一.*,13,1,1253,959,1
697,人物二/听/人物一,.*人物二.*听.*人物一.*,13,0,1570,1568,1
702,人物二/没有/人物一,.*人物二.*没有.*人物一.*,13,0,1201,1094,1
704,介绍/人物一/人物二,.*介绍.*人物一.*人物二.*,13,0,1253,959,1
709,前/人物二/人物一,.*前.*人物二.*人物一.*,13,1,970,866,1
716,汉成帝/人物一/人物二,.*汉成帝.*人物一.*人物二.*,13,1,1821,1623,1
